Id_Encuesta,eval_gob_1,eval_act_pol_1_p,eval_act_pol_1_fh,eval_act_pol_1_dv,eval_act_pol_1_co,eval_act_pol_1_ca,eval_act_pol_1_ae,eval_act_pol_1_er,eval_act_pol_1_gt,eval_act_pol_17,eval_act_pol_18,pp_congreso_61_b
514,3,3.0,,,,4.0,8.0,,,,,
553,2,9.0,,,,9.0,9.0,,,,,
624,2,2.0,,,,2.0,2.0,,,,,
786,2,4.0,,,,1.0,2.0,,,,,
808,2,2.0,,,,4.0,3.0,,,,,
826,1,1.0,,,,5.0,1.0,,,,,
827,1,3.0,,,,4.0,3.0,,,,,
1096,3,3.0,,,,3.0,3.0,,,,,
1105,8,3.0,,,,3.0,3.0,,,,,
1124,2,4.0,,,,1.0,2.0,,,,,
1127,2,4.0,,,,2.0,4.0,,,,,
1145,2,3.0,,,,3.0,3.0,,,,,
1155,2,4.0,,,,2.0,4.0,,,,,
1160,1,1.0,,,,5.0,1.0,,,,,
1178,2,4.0,,,,2.0,3.0,,,,,
1210,3,4.0,,,,2.0,3.0,,,,,
1225,2,1.0,,,,1.0,1.0,,,,,
1230,2,2.0,,,,2.0,5.0,,,,,
1240,3,4.0,,,,4.0,4.0,,,,,
1245,2,3.0,,,,3.0,3.0,,,,,
1252,1,2.0,,,,4.0,3.0,,,,,
1262,9,9.0,,,,9.0,8.0,,,,,
1267,1,2.0,,,,4.0,2.0,,,,,
1305,3,3.0,,,,6.0,6.0,,,,,
1369,1,4.0,,,,4.0,2.0,,,,,
1370,2,4.0,,,,1.0,2.0,,,,,
1374,3,4.0,,,,3.0,3.0,,,,,
1384,2,3.0,,,,3.0,3.0,,,,,
1389,2,2.0,,,,2.0,2.0,,,,,
1395,2,3.0,,,,1.0,4.0,,,,,
1398,2,4.0,,,,1.0,3.0,,,,,
1401,2,1.0,,,,5.0,1.0,,,,,
1407,2,6.0,,,,3.0,6.0,,,,,
1421,2,4.0,,,,3.0,4.0,,,,,
1432,3,4.0,,,,4.0,2.0,,,,,
1456,2,4.0,,,,2.0,3.0,,,,,
1477,1,4.0,,,,4.0,4.0,,,,,
1480,2,4.0,,,,3.0,4.0,,,,,
1511,2,3.0,,,,1.0,2.0,,,,,
1518,2,3.0,,,,3.0,2.0,,,,,
1519,1,2.0,,,,4.0,1.0,,,,,
1530,2,4.0,,,,5.0,1.0,,,,,
1542,1,2.0,,,,5.0,2.0,,,,,
1547,2,4.0,,,,4.0,1.0,,,,,
1561,2,3.0,,,,3.0,3.0,,,,,
1583,2,4.0,,,,2.0,4.0,,,,,
1621,2,4.0,,,,2.0,4.0,,,,,
1629,2,3.0,,,,5.0,3.0,,,,,
1636,2,4.0,,,,2.0,4.0,,,,,
1643,9,4.0,,,,4.0,8.0,,,,,
1647,3,2.0,,,,4.0,2.0,,,,,
1651,2,4.0,,,,2.0,2.0,,,,,
1654,2,2.0,,,,2.0,6.0,,,,,
1726,1,2.0,,,,4.0,2.0,,,,,
1833,1,1.0,,,,5.0,9.0,,,,,
1135,2,3.0,,,,2.0,4.0,,,,,
311,3,4.0,,,,3.0,3.0,,,,,
468,2,4.0,,,,2.0,6.0,,,,,
1354,2,3.0,,,,2.0,2.0,,,,,
492,2,2.0,,,,2.0,6.0,,,,,
407,2,5.0,,,,2.0,5.0,,,,,
1603,1,2.0,,,,4.0,1.0,,,,,
1420,3,2.0,,,,3.0,2.0,,,,,
1422,2,2.0,,,,3.0,3.0,,,,,
1400,2,3.0,,,,1.0,3.0,,,,,
1405,2,4.0,,,,2.0,3.0,,,,,
232,3,4.0,,,,5.0,1.0,,,,,
1122,2,3.0,,,,3.0,3.0,,,,,
1648,2,4.0,,,,3.0,4.0,,,,,
1650,2,4.0,,,,2.0,4.0,,,,,
1835,3,4.0,,,,4.0,3.0,,,,,
573,3,3.0,,,,3.0,3.0,,,,,
365,2,9.0,,,,9.0,9.0,,,,,
1828,1,4.0,,,,4.0,4.0,,,,,
1294,2,3.0,,,,3.0,1.0,,,,,
1364,3,2.0,,,,4.0,2.0,,,,,
1365,2,4.0,,,,4.0,4.0,,,,,
1366,3,9.0,,,,9.0,9.0,,,,,
1639,2,4.0,,,,2.0,3.0,,,,,
240,2,4.0,,,,4.0,2.0,,,,,
1144,2,2.0,,,,3.0,2.0,,,,,
1216,3,5.0,,,,3.0,6.0,,,,,
300,2,4.0,,,,4.0,4.0,,,,,
1573,2,4.0,,,,3.0,3.0,,,,,
1338,1,1.0,,,,4.0,1.0,,,,,
1728,1,3.0,,,,4.0,6.0,,,,,
1810,3,2.0,,,,4.0,3.0,,,,,
1231,2,2.0,,,,2.0,1.0,,,,,
294,2,3.0,,,,2.0,2.0,,,,,
1094,2,3.0,,,,2.0,2.0,,,,,
1628,1,2.0,,,,5.0,2.0,,,,,
1586,3,4.0,,,,4.0,4.0,,,,,
1263,1,3.0,,,,2.0,4.0,,,,,
1565,3,3.0,,,,3.0,3.0,,,,,
1635,2,5.0,,,,2.0,4.0,,,,,
1632,2,1.0,,,,1.0,1.0,,,,,
1716,3,8.0,,,,9.0,9.0,,,,,
1993,2,1.0,1.0,1.0,,2.0,1.0,,,,,
1994,1,3.0,6.0,6.0,,4.0,4.0,,,,,
1995,1,4.0,6.0,6.0,,4.0,2.0,,,,,
1996,2,2.0,6.0,6.0,,4.0,2.0,,,,,
1997,2,2.0,4.0,1.0,,2.0,1.0,,,,,
1998,2,4.0,6.0,6.0,,2.0,4.0,,,,,
2000,2,2.0,5.0,6.0,,1.0,2.0,,,,,
2001,2,3.0,3.0,3.0,,2.0,2.0,,,,,
2002,2,4.0,6.0,6.0,,3.0,3.0,,,,,
2003,2,4.0,3.0,4.0,,2.0,4.0,,,,,
2004,3,1.0,6.0,6.0,,3.0,1.0,,,,,
2005,2,1.0,6.0,6.0,,3.0,2.0,,,,,
2006,1,1.0,6.0,6.0,,4.0,6.0,,,,,
2007,1,2.0,6.0,6.0,,5.0,2.0,,,,,
2008,3,2.0,6.0,6.0,,3.0,2.0,,,,,
2009,1,3.0,6.0,6.0,,4.0,8.0,,,,,
2010,2,3.0,6.0,6.0,,3.0,6.0,,,,,
2011,2,3.0,6.0,6.0,,4.0,3.0,,,,,
2012,8,2.0,6.0,6.0,,2.0,6.0,,,,,
2013,2,4.0,2.0,2.0,,2.0,2.0,,,,,
2014,2,4.0,6.0,6.0,,2.0,1.0,,,,,
2015,3,5.0,6.0,6.0,,3.0,6.0,,,,,
165,2,2.0,,6.0,,,,,,,,
288,2,3.0,,6.0,,,,,,,,
306,2,2.0,,2.0,,,,,,,,
896,1,1.0,,6.0,,,,,,,,
1242,2,5.0,,3.0,,,,,,,,
1257,3,4.0,,6.0,,,,,,,,
1259,2,4.0,,6.0,,,,,,,,
1295,2,4.0,,3.0,,,,,,,,
1347,2,4.0,,2.0,,,,,,,,
1416,3,4.0,,6.0,,,,,,,,
